delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delay_hours,delayed,delivery_status,delivery_rating,delivery_cost,cost_per_km,cost_per_kg
10414,delhivery,furniture,truck,same day,west,rainy,282.4,5.7,9,8,1,yes,delayed,2,1529.1,5.414660056657224,268.2631578947368
10415,dhl,clothing,ev van,two day,north,cold,198.4,39.59,9,16,-7,no,delivered,5,1110.77,5.598639112903226,28.056832533468043
10416,ecom express,documents,van,two day,central,stormy,89.3,27.53,8,16,-8,no,delivered,5,529.09,5.924860022396417,19.218670541227752
10417,blue dart,documents,ev bike,standard,south,clear,295.1,7.49,7,24,-17,no,delivered,4,1497.97,5.076143680108437,199.99599465954606
10418,delhivery,fragile items,ev bike,same day,west,foggy,103.7,30.23,3,8,-5,no,delivered,4,709.19,6.838862102217937,23.459808137611645
10419,xpressbees,groceries,scooter,standard,east,foggy,41.0,11.71,3,24,-21,no,delivered,5,240.13,5.856829268292683,20.506404782237404
10420,delhivery,cosmetics,ev bike,same day,north,hot,144.9,3.14,6,8,-2,no,delivered,4,833.92,5.755141476880607,265.57961783439487
10421,ecom express,clothing,truck,same day,south,stormy,288.7,13.7,11,8,3,yes,delayed,2,1584.6,5.488742639418081,115.66423357664233
10422,fedex,automobile parts,truck,express,north,clear,194.2,15.45,8,5,3,yes,delayed,3,1067.35,5.496138002059732,69.08414239482201
10423,amazon logistics,fragile items,scooter,two day,north,rainy,184.7,22.69,9,16,-7,no,delivered,3,991.57,5.36854358419058,43.70074922873513
10424,ekart,furniture,scooter,same day,south,stormy,100.0,47.89,9,8,1,yes,failed,1,743.67,7.436699999999999,15.528711630820629
10425,blue dart,documents,ev van,two day,north,rainy,220.2,26.75,9,16,-7,no,delivered,3,1181.25,5.364441416893733,44.1588785046729
10426,ecom express,automobile parts,truck,express,west,rainy,55.0,48.85,4,3,1,yes,delayed,3,471.55,8.573636363636364,9.653019447287615
10427,xpressbees,fragile items,bike,express,west,cold,29.9,24.18,3,2,1,yes,failed,1,272.04,9.098327759197325,11.250620347394541
10428,ecom express,furniture,truck,same day,west,clear,262.2,30.93,8,8,0,yes,delayed,3,1503.79,5.735278413424867,48.619139993533786
10429,ekart,documents,truck,standard,east,rainy,156.1,36.22,10,24,-14,no,delivered,4,889.16,5.6960922485586165,24.548868028713418
10430,dhl,pharmacy,ev bike,two day,south,stormy,266.0,11.84,14,16,-2,no,delivered,3,1365.52,5.1335338345864665,115.33108108108108
10431,shadowfax,groceries,ev van,express,west,hot,11.6,42.93,2,2,0,yes,delayed,3,236.79,20.41293103448276,5.515723270440251
10432,fedex,cosmetics,truck,standard,west,hot,211.6,0.67,4,24,-20,no,delivered,4,1059.08,5.005103969754253,1580.7164179104475
10433,ekart,fragile items,bike,express,south,rainy,38.8,35.79,7,2,5,yes,delayed,2,351.37,9.055927835051547,9.817546800782342
10434,dhl,furniture,van,same day,south,stormy,45.4,28.9,4,8,-4,no,delivered,5,413.7,9.112334801762115,14.314878892733564
10435,shadowfax,electronics,scooter,same day,central,hot,63.1,39.46,4,8,-4,no,delivered,4,533.88,8.460855784469096,13.529650278763304
10436,delhivery,pharmacy,bike,standard,west,clear,13.0,47.77,1,24,-23,no,delivered,3,208.31,16.023846153846154,4.36068662340381
10437,dhl,fragile items,ev van,standard,east,stormy,296.4,36.5,16,24,-8,no,delivered,3,1591.5,5.369433198380567,43.602739726027394
10438,ekart,documents,scooter,same day,south,stormy,195.5,16.2,8,8,0,yes,delayed,2,1126.1,5.760102301790281,69.51234567901234
10439,delhivery,automobile parts,scooter,two day,south,rainy,271.2,47.06,10,16,-6,no,delivered,5,1497.18,5.520575221238938,31.814279643008923
10440,blue dart,groceries,van,standard,south,hot,44.5,8.35,2,24,-22,no,delivered,5,247.55,5.562921348314607,29.64670658682635
10441,fedex,cosmetics,van,two day,central,foggy,238.9,23.45,8,16,-8,no,delivered,3,1264.85,5.294474675596484,53.938166311300634
10442,delhivery,cosmetics,truck,express,east,clear,28.5,2.18,1,2,-1,no,delivered,4,199.04,6.983859649122807,91.30275229357797
10443,dhl,clothing,scooter,standard,east,foggy,41.5,25.41,3,24,-21,no,delivered,4,283.73,6.836867469879518,11.16607634789453
10444,shadowfax,electronics,ev bike,express,central,foggy,262.5,31.24,8,7,1,yes,failed,1,1456.22,5.547504761904762,46.61395646606915
10445,amazon logistics,automobile parts,bike,two day,west,hot,54.2,38.19,2,16,-14,no,delivered,5,385.57,7.113837638376383,10.096098455092957
10446,delhivery,cosmetics,ev van,express,west,rainy,241.5,9.86,12,6,6,yes,delayed,3,1287.08,5.329523809523809,130.53549695740364
10447,dhl,pharmacy,ev van,two day,south,hot,273.9,49.52,11,16,-5,no,delivered,4,1518.96,5.545673603504929,30.67366720516963
10448,delhivery,documents,truck,same day,south,hot,12.3,16.14,1,8,-7,no,delivered,5,209.92,17.066666666666666,13.00619578686493
10449,dhl,electronics,bike,two day,north,stormy,281.0,27.12,13,16,-3,no,delivered,3,1486.36,5.289537366548043,54.80678466076696
10450,fedex,documents,ev bike,express,east,foggy,165.4,46.48,3,5,-2,no,delivered,5,1016.44,6.1453446191052,21.86833046471601
10451,amazon logistics,furniture,ev bike,standard,south,clear,185.0,28.1,7,24,-17,no,delivered,5,1009.3,5.455675675675676,35.91814946619217
10452,dhl,cosmetics,truck,express,east,rainy,251.8,14.95,9,7,2,yes,delayed,3,1353.85,5.3766878474980135,90.55852842809364
10453,ecom express,documents,scooter,two day,east,rainy,201.8,20.97,8,16,-8,no,delivered,4,1071.91,5.311744301288404,51.116356700047696
10454,blue dart,clothing,van,two day,north,stormy,289.2,12.82,15,16,-1,no,delivered,4,1484.46,5.13298755186722,115.79251170046803
10455,delhivery,documents,van,express,east,cold,275.6,0.96,6,7,-1,no,delivered,5,1430.88,5.191872278664731,1490.5000000000002
10456,delhivery,automobile parts,truck,standard,west,hot,76.1,12.36,4,24,-20,no,delivered,5,417.58,5.487253613666229,33.784789644012946
10457,dhl,pharmacy,scooter,standard,central,cold,222.3,36.54,8,24,-16,no,delivered,4,1221.12,5.4931174089068815,33.418719211822655
10458,blue dart,automobile parts,van,express,south,foggy,116.5,3.1,7,4,3,yes,delayed,3,641.8,5.50901287553648,207.0322580645161
10459,delhivery,electronics,ev van,two day,south,clear,35.9,38.05,2,16,-14,no,delivered,4,293.65,8.17966573816156,7.717477003942181
10460,ekart,furniture,van,same day,east,cold,91.7,33.1,4,8,-4,no,delivered,3,657.8,7.17339149400218,19.873111782477338
10461,ecom express,furniture,truck,express,central,cold,16.1,38.33,1,2,-1,no,delivered,5,245.49,15.24782608695652,6.404643882076702
10462,amazon logistics,groceries,ev van,two day,north,stormy,157.8,18.46,7,16,-9,no,delivered,5,844.38,5.350950570342205,45.74106175514626
10463,delhivery,groceries,ev van,standard,east,foggy,3.6,29.33,3,24,-21,no,delivered,3,98.49,27.35833333333333,3.3579952267303104
10464,ecom express,electronics,truck,express,west,clear,53.2,43.51,2,3,-1,no,delivered,5,446.53,8.393421052631577,10.262698230291887
10465,blue dart,electronics,scooter,same day,north,hot,297.1,22.31,6,8,-2,no,delivered,5,1632.7206,5.495525412319084,73.1833527566114
10466,dhl,fragile items,bike,express,north,cold,282.1,39.16,8,7,1,yes,failed,1,1577.98,5.593690180786955,40.29570990806946
10467,ekart,groceries,ev van,same day,north,foggy,181.0,42.11,8,8,0,yes,delayed,2,1131.33,6.250441988950276,26.866065067679884
10468,dhl,clothing,truck,two day,south,hot,295.3,34.48,9,16,-7,no,delivered,5,1579.94,5.350287842871656,45.82192575406033
10469,xpressbees,groceries,truck,same day,north,clear,139.6,29.68,4,8,-4,no,delivered,5,887.04,6.354154727793696,29.88679245283019
10470,xpressbees,automobile parts,ev van,same day,south,rainy,145.5,4.8,9,8,1,yes,delayed,2,841.9,5.786254295532646,175.39583333333334
10471,shadowfax,furniture,van,standard,south,stormy,133.6,34.25,7,24,-17,no,delivered,5,770.75,5.769086826347306,22.503649635036496
10472,shadowfax,automobile parts,bike,two day,west,rainy,11.7,28.32,2,16,-14,no,delivered,5,143.46,12.261538461538462,5.0656779661016955
10473,xpressbees,clothing,ev bike,standard,south,clear,103.3,12.96,5,24,-19,no,delivered,5,555.38,5.376379477250726,42.85339506172839
10474,blue dart,clothing,ev van,standard,central,foggy,158.2,26.18,6,24,-18,no,delivered,4,869.54,5.4964601769911505,33.213903743315505
10475,dhl,pharmacy,scooter,standard,north,hot,154.6,29.4,6,24,-18,no,delivered,5,861.2,5.570504527813713,29.292517006802726
10476,delhivery,cosmetics,ev van,express,north,clear,152.9,17.79,5,5,0,yes,failed,1,867.87,5.676062786134729,48.784148397976395
10477,xpressbees,automobile parts,truck,two day,central,foggy,107.5,12.46,6,16,-10,no,delivered,5,574.88,5.347720930232558,46.13804173354735
10478,dhl,furniture,truck,same day,north,cold,215.1,43.25,6,8,-2,no,delivered,4,1305.25,6.068107856810786,30.179190751445088
10479,shadowfax,clothing,ev van,two day,south,clear,285.3,15.83,9,16,-7,no,delivered,4,1473.99,5.1664563617245,93.11370814908402
10480,shadowfax,furniture,scooter,standard,west,clear,240.3,36.53,9,24,-15,no,delivered,4,1311.09,5.45605493133583,35.89077470572132
10481,ekart,documents,ev bike,two day,central,cold,97.5,31.97,2,16,-14,no,delivered,5,583.41,5.983692307692308,18.248670628714418
10482,blue dart,clothing,bike,express,south,rainy,86.5,4.43,9,3,6,yes,delayed,2,495.79,5.731676300578035,111.91647855530475
10483,ecom express,electronics,ev bike,same day,south,stormy,265.4,49.52,15,8,7,yes,delayed,2,1576.82,5.941296156744537,31.84208400646203
10484,ekart,cosmetics,bike,standard,north,stormy,65.9,18.08,9,24,-15,no,delivered,5,383.74,5.823065250379362,21.224557522123895
10485,delhivery,pharmacy,bike,same day,east,stormy,36.1,26.2,7,8,-1,no,delivered,3,359.1,9.947368421052632,13.706106870229009
10486,ekart,clothing,van,same day,south,hot,80.5,15.95,3,8,-5,no,delivered,4,550.35,6.83664596273292,34.50470219435737
10487,ecom express,pharmacy,van,same day,south,stormy,161.8,24.66,5,8,-3,no,delivered,3,982.98,6.075278121137206,39.86131386861314
10488,ekart,fragile items,ev bike,two day,south,cold,3.6,39.99,1,16,-15,no,delivered,4,136.47,37.90833333333333,3.412603150787697
10489,ecom express,fragile items,ev van,standard,central,stormy,59.7,44.45,5,24,-19,no,delivered,5,431.85,7.233668341708543,9.715410573678291
10490,fedex,furniture,ev van,two day,east,clear,77.5,23.57,2,16,-14,no,delivered,5,458.21,5.912387096774193,19.440390326686465
10491,amazon logistics,electronics,truck,express,east,stormy,167.9,41.74,9,5,4,yes,delayed,3,1014.72,6.043597379392495,24.31049353138476
10492,shadowfax,pharmacy,bike,express,east,clear,219.0,25.88,6,6,0,yes,delayed,3,1222.64,5.582831050228311,47.24265842349305
10493,delhivery,furniture,ev bike,same day,east,foggy,294.7,25.45,9,8,1,yes,delayed,3,1632.7206,5.54028028503563,64.1540510805501
10494,fedex,automobile parts,van,standard,south,hot,60.7,17.54,3,24,-21,no,delivered,3,356.12,5.866886326194399,20.303306727480045
10495,dhl,furniture,truck,same day,north,cold,209.4,28.93,4,8,-4,no,delivered,4,1233.79,5.892024832855778,42.647424818527476
10496,blue dart,cosmetics,truck,two day,south,rainy,69.3,43.96,4,16,-12,no,delivered,3,478.38,6.903030303030303,10.88216560509554
10497,fedex,furniture,ev van,standard,south,clear,179.8,1.21,9,24,-15,no,delivered,5,902.63,5.0201890989988875,745.9752066115702
10498,delhivery,furniture,van,same day,south,clear,77.4,3.65,5,8,-3,no,delivered,3,497.95,6.433462532299741,136.42465753424656
10499,xpressbees,documents,ev van,two day,north,foggy,139.8,4.18,5,16,-11,no,delivered,5,711.54,5.0896995708154495,170.22488038277513
10500,amazon logistics,groceries,truck,same day,central,clear,143.9,49.52,3,8,-5,no,delivered,5,968.9,6.733148019457957,19.565831987075928
10501,delhivery,documents,ev bike,two day,east,rainy,287.2,10.98,9,16,-7,no,delivered,5,1468.94,5.1146935933147635,133.78324225865208
10502,fedex,furniture,ev van,two day,east,cold,78.5,48.65,2,16,-14,no,delivered,3,538.45,6.859235668789809,11.067831449126414
10503,shadowfax,automobile parts,ev bike,express,central,foggy,247.6,47.52,13,6,7,yes,delayed,2,1430.56,5.777705977382875,30.1043771043771
10504,delhivery,groceries,van,express,central,hot,219.2,42.55,6,6,0,yes,delayed,3,1273.65,5.810447080291971,29.93301997649824
10505,dhl,furniture,scooter,same day,south,clear,164.6,23.09,5,8,-3,no,delivered,5,992.27,6.028371810449575,42.974014724989175
10506,ekart,automobile parts,bike,express,central,foggy,213.0,31.18,12,6,6,yes,delayed,2,1208.54,5.673896713615023,38.76010262989095
10507,delhivery,clothing,van,express,east,foggy,107.8,9.73,6,4,2,yes,delayed,2,618.19,5.734601113172542,63.534429599177805
10508,amazon logistics,documents,truck,two day,east,stormy,189.3,18.53,8,16,-8,no,delivered,4,1002.09,5.293660855784469,54.07933081489476
10509,fedex,furniture,ev bike,standard,central,stormy,44.7,19.07,6,24,-18,no,delivered,5,280.71,6.27986577181208,14.71997902464604
10510,xpressbees,groceries,bike,express,central,cold,236.8,12.4,7,6,1,yes,failed,2,1271.2,5.368243243243243,102.51612903225806
10511,shadowfax,groceries,van,express,central,cold,101.4,24.36,5,4,1,yes,delayed,3,630.08,6.213806706114399,25.865353037766834
10512,amazon logistics,fragile items,ev van,same day,north,cold,295.7,20.43,6,8,-2,no,delivered,5,1632.7206,5.521544132566791,79.9177973568282
10513,ecom express,furniture,ev bike,two day,north,hot,130.9,35.88,6,16,-10,no,delivered,5,762.14,5.822307104660045,21.241360089186173
10514,shadowfax,groceries,ev van,two day,south,stormy,279.2,47.62,12,16,-4,no,delivered,4,1538.86,5.511676217765043,32.315413691726164
10515,dhl,furniture,ev van,express,south,hot,78.7,26.28,4,3,1,yes,delayed,2,522.34,6.63710292249047,19.875951293759513
10516,dhl,fragile items,bike,express,west,cold,88.3,8.2,4,3,1,yes,delayed,3,516.1,5.8448471121177805,62.93902439024391
10517,amazon logistics,automobile parts,ev bike,standard,north,stormy,240.9,9.89,10,24,-14,no,delivered,4,1234.17,5.123163138231631,124.7896865520728
10518,dhl,documents,truck,two day,south,hot,264.6,41.52,8,16,-8,no,delivered,5,1447.56,5.470748299319728,34.86416184971098
10519,fedex,electronics,van,express,west,stormy,147.0,0.81,7,4,3,yes,failed,2,787.43,5.3566666666666665,972.1358024691357
10520,blue dart,electronics,ev bike,express,east,stormy,20.1,5.51,6,2,4,yes,delayed,3,167.03,8.309950248756218,30.313974591651544
10521,ecom express,furniture,ev van,express,west,foggy,105.5,30.55,6,4,2,yes,delayed,2,669.15,6.342654028436018,21.90343698854337
10522,shadowfax,pharmacy,van,two day,central,foggy,241.7,42.46,10,16,-6,no,delivered,3,1335.88,5.527016963177494,31.46208195949129
10523,ekart,electronics,truck,two day,central,foggy,144.3,35.73,7,16,-9,no,delivered,4,828.69,5.742827442827442,23.193115029387073
10524,shadowfax,furniture,van,express,central,cold,215.8,8.32,5,6,-1,no,delivered,5,1153.96,5.347358665430955,138.6971153846154
10525,dhl,groceries,truck,same day,west,clear,114.2,46.48,3,8,-5,no,delivered,5,810.44,7.096672504378284,17.436316695352843
10526,blue dart,automobile parts,ev van,standard,east,rainy,10.9,27.86,6,24,-18,no,delivered,4,138.08,12.667889908256882,4.956209619526203
10527,amazon logistics,pharmacy,ev bike,express,west,foggy,203.3,29.68,4,6,-2,no,delivered,4,1155.54,5.683915395966552,38.9332884097035
10528,amazon logistics,groceries,scooter,same day,west,stormy,90.0,37.21,9,8,1,yes,failed,1,661.63,7.351444444444445,17.780972856758936
10529,amazon logistics,pharmacy,ev van,same day,central,clear,146.8,28.15,3,8,-5,no,delivered,4,918.45,6.256471389645776,32.62699822380107
10530,dhl,clothing,truck,two day,west,clear,273.7,42.15,8,16,-8,no,delivered,5,1494.95,5.46200219218122,35.46737841043891
10531,ekart,furniture,truck,same day,east,rainy,67.4,13.93,6,8,-2,no,delivered,3,478.79,7.103709198813056,34.37114142139268
10532,delhivery,documents,bike,two day,east,clear,105.6,5.1,5,16,-11,no,delivered,4,543.3,5.144886363636363,106.52941176470588
10533,xpressbees,clothing,van,express,central,hot,47.8,11.87,3,2,1,yes,failed,2,324.61,6.791004184100419,27.347093513058134
10534,ekart,groceries,scooter,same day,south,clear,12.0,26.6,2,8,-6,no,delivered,5,239.8,19.983333333333334,9.015037593984962
10535,ecom express,pharmacy,bike,two day,south,cold,124.3,35.94,4,16,-12,no,delivered,4,729.32,5.867417538213999,20.292710072342796
10536,amazon logistics,pharmacy,ev van,two day,west,rainy,30.5,47.56,7,16,-9,no,delivered,5,295.18,9.678032786885247,6.206476030277544
10537,blue dart,automobile parts,bike,express,west,stormy,90.6,9.14,6,3,3,yes,delayed,3,530.42,5.854525386313465,58.03282275711159
10538,ecom express,documents,ev bike,same day,south,hot,254.9,24.33,6,8,-2,no,delivered,5,1447.49,5.678658297371518,59.49404027949035
10539,blue dart,cosmetics,ev bike,same day,north,foggy,13.9,43.44,5,8,-3,no,delivered,5,299.82,21.56978417266187,6.901933701657459
10540,fedex,furniture,truck,two day,west,rainy,190.3,39.19,6,16,-10,no,delivered,5,1069.07,5.617813977929584,27.27915284511355
10541,fedex,fragile items,ev van,standard,north,hot,117.2,32.99,5,24,-19,no,delivered,3,684.97,5.844453924914676,20.762958472264323
10542,ecom express,automobile parts,bike,standard,north,hot,117.8,7.37,7,24,-17,no,delivered,3,611.11,5.187691001697793,82.91858887381275
10543,shadowfax,cosmetics,bike,standard,north,stormy,150.8,28.09,8,24,-16,no,delivered,4,838.27,5.558819628647214,29.842292630829476
10544,amazon logistics,groceries,ev van,standard,west,cold,104.1,13.18,5,24,-19,no,delivered,3,560.04,5.379827089337176,42.49165402124431
10545,shadowfax,furniture,scooter,express,west,hot,25.4,21.64,1,2,-1,no,delivered,5,241.92,9.524409448818897,11.179297597042513
10546,amazon logistics,pharmacy,scooter,express,east,stormy,265.8,8.0,15,7,8,yes,delayed,2,1403.0,5.278404815650865,175.375
10547,amazon logistics,fragile items,ev bike,standard,north,hot,58.5,26.86,3,24,-21,no,delivered,4,373.08,6.377435897435897,13.889798957557707
10548,amazon logistics,documents,truck,two day,north,hot,205.6,25.3,6,16,-10,no,delivered,5,1103.9,5.3691634241245145,43.63241106719368
10549,dhl,fragile items,scooter,two day,east,hot,226.1,8.61,5,16,-11,no,delivered,4,1156.33,5.114241486068111,134.3008130081301
10550,dhl,fragile items,scooter,standard,central,hot,62.9,1.21,2,24,-22,no,delivered,4,318.13,5.057710651828299,262.91735537190084
10551,ecom express,electronics,ev van,express,west,cold,48.6,21.45,3,2,1,yes,delayed,3,357.35,7.352880658436214,16.65967365967366
10552,xpressbees,documents,truck,express,east,foggy,274.0,13.64,10,7,3,yes,delayed,2,1460.92,5.331824817518249,107.10557184750733
10553,ecom express,documents,ev van,two day,east,stormy,8.7,16.74,8,16,-8,no,delivered,4,95.6674,10.99625287356322,5.7148984468339314
10554,shadowfax,pharmacy,truck,standard,west,rainy,131.4,38.89,6,24,-18,no,delivered,5,773.67,5.887899543378995,19.89380303419902
